entity,adjectives,scores
Alexander_the_Great,bold|ambitious|daring|brilliant|ruthless|strategic|handsome|athletic|tactical|megalomaniacal|shrill|reaching|aggressive|brave|intelligent|innovative|powerful|successful|exciting|determined|smart|talented|clever|inventive|sexy|young|decisive|sophisticated|adventurous|creative|original|dangerous|proud|fearless|crazy|visionary|heroic|beautiful|witty|capable|competitive|skilled|tough|imaginative|energetic|shiny|charming|fascinating|confident|nasty|challenging|thoughtful|strong|colorful|shrewd|brash|dramatic|vibrant|gifted|rugged|courageous|articulate|bright|radical|funny|grand|cunning|assertive|loud|thrilling|graceful|profound|active|vicious|vivid|unconventional|hardworking|brutal|gorgeous|influential|dedicated|sweeping|fierce|relentless|motivated|enterprising|provocative|violent|dynamic|expensive|inspiring|comprehensive|barbaric|quick|revolutionary|shocking|dashing|crafty|surprising|distinguished|charismatic|flashy|progressive|accomplished|fit|reckless|calculating|greedy|noble|big,556|527|515|468|462|338|326|326|322|294|294|294|272|263|250|240|239|238|226|221|221|220|204|199|196|194|192|192|187|186|180|180|180|178|177|175|172|171|169|169|164|163|157|154|150|148|148|148|148|147|147|146|146|146|144|142|140|138|137|136|136|134|132|132|131|129|128|126|126|126|124|124|122|121|120|119|119|118|118|118|118|118|118|118|117|114|114|114|113|113|113|112|112|111|110|109|109|109|106|105|104|104|104|103|102|102|102|101|101|99
